?item	?itemLabel	?termLabel	?constituencyLabel	?partyLabel	?start	?electionLabel	?end	?causeLabel
Q302939	Clive Efford	56th United Kingdom Parliament	Eltham	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q303011	Julie Elliott	56th United Kingdom Parliament	Sunderland Central	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q303085	Michael Ellis	56th United Kingdom Parliament	Northampton North	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q303157	Jane Ellison	56th United Kingdom Parliament	Battersea	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q303253	Louise Ellman	56th United Kingdom Parliament	Liverpool Riverside	Labour Co-operative	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q303299	Tobias Ellwood	56th United Kingdom Parliament	Bournemouth East	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q303351	Charlie Elphicke	56th United Kingdom Parliament	Dover	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q303411	Natascha Engel	56th United Kingdom Parliament	North East Derbyshire	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q303465	Bill Esterson	56th United Kingdom Parliament	Sefton Central	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q303510	George Eustice	56th United Kingdom Parliament	Camborne and Redruth	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q303577	Chris Evans	56th United Kingdom Parliament	Islwyn	Labour Co-operative	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q303639	Graham Evans	56th United Kingdom Parliament	Weaver Vale	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q303814	Nigel Evans	56th United Kingdom Parliament	Ribble Valley	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q303883	David Evennett	56th United Kingdom Parliament	Bexleyheath and Crayford	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q304027	Michael Fabricant	56th United Kingdom Parliament	Lichfield	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q304095	Michael Fallon	56th United Kingdom Parliament	Sevenoaks	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q304172	Paul Farrelly	56th United Kingdom Parliament	Newcastle-under-Lyme	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q304251	Tim Farron	56th United Kingdom Parliament	Westmorland and Lonsdale	Liberal Democrats	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q304388	Frank Field	56th United Kingdom Parliament	Birkenhead	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q304450	Mark Field	56th United Kingdom Parliament	Cities of London and Westminster	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q306169	Jim Fitzpatrick	56th United Kingdom Parliament	Poplar and Limehouse	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q306250	Robert Syms	56th United Kingdom Parliament	Poole	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q327716	Hugo Swire	56th United Kingdom Parliament	East Devon	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q327823	Desmond Swayne	56th United Kingdom Parliament	New Forest West	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q328608	Julian Sturdy	56th United Kingdom Parliament	York Outer	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q328641	Graham Stuart	56th United Kingdom Parliament	Beverley and Holderness	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q328682	Gisela Stuart	56th United Kingdom Parliament	Birmingham Edgbaston	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q328737	Graham Stringer	56th United Kingdom Parliament	Blackley and Broughton	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q328769	Mel Stride	56th United Kingdom Parliament	Central Devon	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q328791	Gary Streeter	56th United Kingdom Parliament	South West Devon	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q328892	Rory Stewart	56th United Kingdom Parliament	Penrith and The Border	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q328953	Iain Stewart	56th United Kingdom Parliament	Milton Keynes South	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q332336	Alan Johnson	56th United Kingdom Parliament	Kingston upon Hull West and Hessle	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q332374	Liam Fox	56th United Kingdom Parliament	North Somerset	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q332493	George Osborne	56th United Kingdom Parliament	Tatton	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q332954	Caroline Spelman	56th United Kingdom Parliament	Meriden	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q332979	Stephen Hammond	56th United Kingdom Parliament	Wimbledon	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q332987	Philip Hammond	56th United Kingdom Parliament	Runnymede and Weybridge	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q332994	Dominic Grieve	56th United Kingdom Parliament	Beaconsfield	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q333012	Justine Greening	56th United Kingdom Parliament	Putney	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q333261	Andrew Mitchell	56th United Kingdom Parliament	Sutton Coldfield	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q333267	Patrick McLoughlin	56th United Kingdom Parliament	Derbyshire Dales	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q333283	Nick Herbert	56th United Kingdom Parliament	Arundel and South Downs	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q333480	Oliver Letwin	56th United Kingdom Parliament	West Dorset	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q333493	Eric Pickles	56th United Kingdom Parliament	Brentwood and Ongar	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q333520	David Mundell	56th United Kingdom Parliament	Dumfriesshire, Clydesdale and Tweeddale	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q333533	Jeremy Hunt	56th United Kingdom Parliament	South West Surrey	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q333670	Gordon Marsden	56th United Kingdom Parliament	Blackpool South	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q333680	Chloe Smith	56th United Kingdom Parliament	Norwich North	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q333714	Neil Parish	56th United Kingdom Parliament	Tiverton and Honiton	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q333846	John Redwood	56th United Kingdom Parliament	Wokingham	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q333852	Cheryl Gillan	56th United Kingdom Parliament	Chesham and Amersham	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q333937	Michael Gove	56th United Kingdom Parliament	Surrey Heath	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q334155	Sadiq Khan	56th United Kingdom Parliament	Tooting	Labour Party	2015-05-08	United Kingdom general election, 2015	2016-05-09	resignation
Q334261	Maria Miller	56th United Kingdom Parliament	Basingstoke	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q334296	Andrew Smith	56th United Kingdom Parliament	Oxford East	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q334339	Edward Garnier	56th United Kingdom Parliament	Harborough	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q337453	Chris Grayling	56th United Kingdom Parliament	Epsom and Ewell	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q337568	Greg Mulholland	56th United Kingdom Parliament	Leeds North West	Liberal Democrats	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q3377178	Stephen Kinnock	56th United Kingdom Parliament	Aberavon	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q337720	John Baron	56th United Kingdom Parliament	Basildon and Billericay	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q337812	Fabian Hamilton	56th United Kingdom Parliament	Leeds North East	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q3409354	David Anderson	56th United Kingdom Parliament	Blaydon	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q3409441	Richard Bacon	56th United Kingdom Parliament	South Norfolk	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q3411409	Catherine McKinnell	56th United Kingdom Parliament	Newcastle upon Tyne North	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q3412180	Stephen Pound	56th United Kingdom Parliament	Ealing North	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q341511	Bob Stewart	56th United Kingdom Parliament	Beckenham	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q341538	John Stevenson	56th United Kingdom Parliament	Carlisle	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q341570	Andrew Stephenson	56th United Kingdom Parliament	Pendle	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q373047	Anne McLaughlin	56th United Kingdom Parliament	Glasgow North East	Scottish National Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q389189	Mark Spencer	56th United Kingdom Parliament	Sherwood	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q389677	John Spellar	56th United Kingdom Parliament	Warley	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q389855	Anna Soubry	56th United Kingdom Parliament	Broxtowe	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q390192	Nicholas Soames	56th United Kingdom Parliament	Mid Sussex	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q390549	Robert Flello	56th United Kingdom Parliament	Stoke-on-Trent South	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q390611	Paul Flynn	56th United Kingdom Parliament	Newport West	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q390690	Owen Smith	56th United Kingdom Parliament	Pontypridd	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q390756	Yvonne Fovargue	56th United Kingdom Parliament	Makerfield	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q390760	Nick Smith	56th United Kingdom Parliament	Blaenau Gwent	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q390794	Julian Smith	56th United Kingdom Parliament	Skipton and Ripon	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q390849	Henry Smith	56th United Kingdom Parliament	Crawley	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q390869	Mark Francois	56th United Kingdom Parliament	Rayleigh and Wickford	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q390949	Angela Smith	56th United Kingdom Parliament	Penistone and Stocksbridge	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q390983	George Freeman	56th United Kingdom Parliament	Mid Norfolk	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q391008	Mike Freer	56th United Kingdom Parliament	Finchley and Golders Green	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q391073	Richard Fuller	56th United Kingdom Parliament	Bedford	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q391094	Roger Gale	56th United Kingdom Parliament	North Thanet	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q391141	Mike Gapes	56th United Kingdom Parliament	Ilford South	Labour Co-operative	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q391169	Barry Gardiner	56th United Kingdom Parliament	Brent North	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q391222	Mark Garnier	56th United Kingdom Parliament	Wyre Forest	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q391256	David Gauke	56th United Kingdom Parliament	South West Hertfordshire	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q391300	Nick Gibb	56th United Kingdom Parliament	Bognor Regis and Littlehampton	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q391341	Andy Slaughter	56th United Kingdom Parliament	Hammersmith	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q391437	Dennis Skinner	56th United Kingdom Parliament	Bolsover	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q391442	Pat Glass	56th United Kingdom Parliament	North West Durham	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q391465	John Glen	56th United Kingdom Parliament	Salisbury	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q391483	Mary Glindon	56th United Kingdom Parliament	North Tyneside	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q391520	Roger Godsiff	56th United Kingdom Parliament	Birmingham Hall Green	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q391526	Chris Skidmore	56th United Kingdom Parliament	Kingswood	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q391562	Zac Goldsmith	56th United Kingdom Parliament	Richmond Park	Conservative Party	2015-05-08	United Kingdom general election, 2015	2016-10-25	resignation
Q391605	Helen Goodman	56th United Kingdom Parliament	Bishop Auckland	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q391644	Robert Goodwill	56th United Kingdom Parliament	Scarborough and Whitby	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q391652	Keith Simpson	56th United Kingdom Parliament	Broadland	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q391756	Richard Graham	56th United Kingdom Parliament	Gloucester	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q391792	Helen Grant	56th United Kingdom Parliament	Maidstone and The Weald	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q391839	James Gray	56th United Kingdom Parliament	North Wiltshire	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q391960	Damian Green	56th United Kingdom Parliament	Ashford	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q391986	Kate Green	56th United Kingdom Parliament	Stretford and Urmston	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q392000	David Simpson	56th United Kingdom Parliament	Upper Bann	Democratic Unionist Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q392064	Lilian Greenwood	56th United Kingdom Parliament	Nottingham South	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q392101	Nia Griffith	56th United Kingdom Parliament	Llanelli	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q392149	Andrew Griffiths	56th United Kingdom Parliament	Burton	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q392174	Ben Gummer	56th United Kingdom Parliament	Ipswich	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q392216	Andrew Gwynne	56th United Kingdom Parliament	Denton and Reddish	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q392241	Sam Gyimah	56th United Kingdom Parliament	East Surrey	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q392367	Gavin Shuker	56th United Kingdom Parliament	Luton South	Labour Co-operative	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q392375	Robert Halfon	56th United Kingdom Parliament	Harlow	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q393751	Alec Shelbrooke	56th United Kingdom Parliament	Elmet and Rothwell	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q4761018	Andy McDonald	56th United Kingdom Parliament	Middlesbrough	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q477464	Barry Sheerman	56th United Kingdom Parliament	Huddersfield	Labour Co-operative	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q4775602	Antoinette Sandbach	56th United Kingdom Parliament	Eddisbury	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q478161	Matthew Hancock	56th United Kingdom Parliament	West Suffolk	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q478227	Greg Hands	56th United Kingdom Parliament	Chelsea and Fulham	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q478248	David Hanson	56th United Kingdom Parliament	Delyn	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q478276	Mark Harper	56th United Kingdom Parliament	Forest of Dean	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q478291	Richard Harrington	56th United Kingdom Parliament	Watford	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q478305	Rebecca Harris	56th United Kingdom Parliament	Castle Point	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q478345	Simon Hart	56th United Kingdom Parliament	Carmarthen West and South Pembrokeshire	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q478387	Virendra Sharma	56th United Kingdom Parliament	Ealing Southall	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q478442	Alan Haselhurst	56th United Kingdom Parliament	Saffron Walden	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q478531	Alok Sharma	56th United Kingdom Parliament	Reading West	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q478596	Grant Shapps	56th United Kingdom Parliament	Welwyn Hatfield	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q478686	John Hayes	56th United Kingdom Parliament	South Holland and The Deepings	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q478702	Jim Shannon	56th United Kingdom Parliament	Strangford	Democratic Unionist Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q478711	Oliver Heald	56th United Kingdom Parliament	North East Hertfordshire	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q478714	Andrew Selous	56th United Kingdom Parliament	South West Bedfordshire	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q479064	David Rutley	56th United Kingdom Parliament	Macclesfield	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q479171	Amber Rudd	56th United Kingdom Parliament	Hastings and Rye	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q480068	Steve Rotheram	56th United Kingdom Parliament	Liverpool Walton	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q480092	Andrew Rosindell	56th United Kingdom Parliament	Romford	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q480132	Geoffrey Robinson	56th United Kingdom Parliament	Coventry North West	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q480148	Laurence Robertson	56th United Kingdom Parliament	Tewkesbury	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q480184	Angus Robertson	56th United Kingdom Parliament	Moray	Scottish National Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q5004338	Byron Davies	56th United Kingdom Parliament	Gower	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q501860	Margaret Ritchie	56th United Kingdom Parliament	South Down	Social Democratic and Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q501926	Jonathan Reynolds	56th United Kingdom Parliament	Stalybridge and Hyde	Labour Co-operative	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q501942	Emma Reynolds	56th United Kingdom Parliament	Wolverhampton North East	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q5022974	Callum McCaig	56th United Kingdom Parliament	Aberdeen South	Scottish National Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q5162256	Conor McGinn	56th United Kingdom Parliament	St Helens North	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q5181182	Craig Mackinlay	56th United Kingdom Parliament	South Thanet	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q5220520	Danny Kinahan	56th United Kingdom Parliament	South Antrim	Ulster Unionist Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q5240825	David Warburton	56th United Kingdom Parliament	Somerton and Frome	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q5242429	Dawn Butler	56th United Kingdom Parliament	Brent Central	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q5307191	Drew Hendry	56th United Kingdom Parliament	Inverness, Nairn, Badenoch and Strathspey	Scottish National Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q534727	David Lammy	56th United Kingdom Parliament	Tottenham	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q5479812	Francie Molloy	56th United Kingdom Parliament	Mid Ulster	Sinn Féin	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q5528262	Gavin Robinson	56th United Kingdom Parliament	Belfast East	Democratic Unionist Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q5541308	George Kerevan	56th United Kingdom Parliament	East Lothian	Scottish National Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q574896	Rachel Reeves	56th United Kingdom Parliament	Leeds West	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q574980	Jacob Rees-Mogg	56th United Kingdom Parliament	North East Somerset	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q574991	Jamie Reed	56th United Kingdom Parliament	Copeland	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-01-23	resignation
Q575183	Mark Pritchard	56th United Kingdom Parliament	The Wrekin	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q575205	Mark Prisk	56th United Kingdom Parliament	Hertford and Stortford	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q575239	Daniel Poulter	56th United Kingdom Parliament	Central Suffolk and North Ipswich	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q575266	Christopher Pincher	56th United Kingdom Parliament	Tamworth	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q575337	Bridget Phillipson	56th United Kingdom Parliament	Houghton and Sunderland South	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q575441	Stephen Phillips	56th United Kingdom Parliament	Sleaford and North Hykeham	Conservative Party	2015-05-08	United Kingdom general election, 2015	2016-11-04	resignation
Q575452	Claire Perry	56th United Kingdom Parliament	Devizes	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q575462	Toby Perkins	56th United Kingdom Parliament	Chesterfield	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q575493	Andrew Percy	56th United Kingdom Parliament	Brigg and Goole	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q575513	John Penrose	56th United Kingdom Parliament	Weston-super-Mare	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q575593	Mike Penning	56th United Kingdom Parliament	Hemel Hempstead	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q575669	Teresa Pearce	56th United Kingdom Parliament	Erith and Thamesmead	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q575693	Mark Pawsey	56th United Kingdom Parliament	Rugby	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q575733	Priti Patel	56th United Kingdom Parliament	Witham	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q575881	Ian Paisley, Jr.	56th United Kingdom Parliament	North Antrim	Democratic Unionist Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q576121	Albert Owen	56th United Kingdom Parliament	Ynys Môn	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q576195	Guy Opperman	56th United Kingdom Parliament	Hexham	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q576208	Chi Onwurah	56th United Kingdom Parliament	Newcastle upon Tyne Central	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q576537	Matthew Offord	56th United Kingdom Parliament	Hendon	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q576890	David Nuttall	56th United Kingdom Parliament	Bury North	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
